Timestamp	BM2:TEL? 8,DATA: Time (s)	BM2:TEL? 8,DATA: Data	BM2:TEL? 9,DATA: Time (s)	BM2:TEL? 9,DATA: Data	BM2:TEL? 10,DATA: Time (s)	BM2:TEL? 10,DATA: Data	BM2:TEL? 11,DATA: Time (s)	BM2:TEL? 11,DATA: Data	BM2:TEL? 13,DATA: Time (s)	BM2:TEL? 13,DATA: Data	BM2:TEL? 14,DATA: Time (s)	BM2:TEL? 14,DATA: Data	BM2:TEL? 15,DATA: Time (s)	BM2:TEL? 15,DATA: Data	BM2:TEL? 16,DATA: Time (s)	BM2:TEL? 16,DATA: Data	BM2:TEL? 17,DATA: Time (s)	BM2:TEL? 17,DATA: Data	BM2:TEL? 18,DATA: Time (s)	BM2:TEL? 18,DATA: Data	BM2:TEL? 19,DATA: Time (s)	BM2:TEL? 19,DATA: Data	BM2:TEL? 20,DATA: Time (s)	BM2:TEL? 20,DATA: Data	BM2:TEL? 21,DATA: Time (s)	BM2:TEL? 21,DATA: Data	BM2:TEL? 22,DATA: Time (s)	BM2:TEL? 22,DATA: Data	BM2:TEL? 23,DATA: Time (s)	BM2:TEL? 23,DATA: Data	BM2:TEL? 24,DATA: Time (s)	BM2:TEL? 24,DATA: Data	BM2:TEL? 25,DATA: Time (s)	BM2:TEL? 25,DATA: Data	BM2:TEL? 48,DATA: Time (s)	BM2:TEL? 48,DATA: Data	BM2:TEL? 49,DATA: Time (s)	BM2:TEL? 49,DATA: Data	BM2:TEL? 50,DATA: Time (s)	BM2:TEL? 50,DATA: Data	BM2:TEL? 51,DATA: Time (s)	BM2:TEL? 51,DATA: Data	BM2:TEL? 52,DATA: Time (s)	BM2:TEL? 52,DATA: Data	BM2:TEL? 53,DATA: Time (s)	BM2:TEL? 53,DATA: Data	BM2:TEL? 54,DATA: Time (s)	BM2:TEL? 54,DATA: Data	BM2:TEL? 55,DATA: Time (s)	BM2:TEL? 55,DATA: Data	BM2:TEL? 56,DATA: Time (s)	BM2:TEL? 56,DATA: Data	BM2:TEL? 57,DATA: Time (s)	BM2:TEL? 57,DATA: Data	BM2:TEL? 58,DATA: Time (s)	BM2:TEL? 58,DATA: Data	BM2:TEL? 60,DATA: Time (s)	BM2:TEL? 60,DATA: Data	BM2:TEL? 61,DATA: Time (s)	BM2:TEL? 61,DATA: Data	BM2:TEL? 62,DATA: Time (s)	BM2:TEL? 62,DATA: Data	BM2:TEL? 63,DATA: Time (s)	BM2:TEL? 63,DATA: Data	BM2:TEL? 80,DATA: Time (s)	BM2:TEL? 80,DATA: Data	BM2:TEL? 81,DATA: Time (s)	BM2:TEL? 81,DATA: Data	BM2:TEL? 82,DATA: Time (s)	BM2:TEL? 82,DATA: Data	BM2:TEL? 83,DATA: Time (s)	BM2:TEL? 83,DATA: Data	BM2:TEL? 84,DATA: Time (s)	BM2:TEL? 84,DATA: Data	BM2:TEL? 85,DATA: Time (s)	BM2:TEL? 85,DATA: Data	BM2:TEL? 90,DATA: Time (s)	BM2:TEL? 90,DATA: Data	BM2:TEL? 93,DATA: Time (s)	BM2:TEL? 93,DATA: Data	BM2:TEL? 94,DATA: Time (s)	BM2:TEL? 94,DATA: Data	BM2:TEL? 95,DATA: Time (s)	BM2:TEL? 95,DATA: Data	BM2:TEL? 104,DATA: Time (s)	BM2:TEL? 104,DATA: Data	BM2:TEL? 105,DATA: Time (s)	BM2:TEL? 105,DATA: Data	BM2:TEL? 106,DATA: Time (s)	BM2:TEL? 106,DATA: Data	BM2:TEL? 107,DATA: Time (s)	BM2:TEL? 107,DATA: Data	BM2:TEL? 114,DATA: Time (s)	BM2:TEL? 114,DATA: Data
00:01:47:47.39	6467.39	2978	6467.61	7009	6467.82	-48	6468.02	-48	6468.24	24847	6468.45	13	6468.67	251	6468.88	52	6469.1	202	6469.32	2250	6469.53	65535	6469.75	6800	6469.97	8400	6470.19	C0 00	6470.4	0	6470.62	10178	6470.84	8400	6471.05	2972	6471.27	2984	6471.48	4282	6471.7	4282	6471.92	02	6472.13		6472.35	00 00 00 00	6472.56	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6472.78	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6473.0	00 00	6473.22	00 00 00 00 00 00 00 00	6473.43	4000	6473.65	4000	6473.87	4000	6474.08	4000	6474.3	00 00	6474.51	00 00	6474.73	00 00	6474.95	00 00	6475.17	45 80	6475.38	00 04	6475.6	2047	6475.81	7008	6476.03	2972	6476.26	2984	6476.46	00 00	6476.68	00 00	6476.9	00 00	6477.11	00 00	6477.33	04 00
00:01:47:57.54	6477.54	2978	6477.76	7008	6477.98	-48	6478.19	-48	6478.41	24591	6478.62	13	6478.83	251	6479.04	52	6479.25	202	6479.45	2250	6479.66	65535	6479.87	6800	6480.07	8400	6480.28	C0 00	6480.49	0	6480.7	10178	6480.9	8400	6481.11	2972	6481.32	2984	6481.52	4282	6481.73	4282	6481.94	02	6482.15		6482.36	00 00 00 00	6482.56	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6482.78	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6482.99	00 00	6483.19	00 00 00 00 00 00 00 00	6483.4	4000	6483.61	4000	6483.82	4000	6484.03	4000	6484.23	00 00	6484.44	00 00	6484.65	00 00	6484.86	00 00	6485.07	45 80	6485.28	00 04	6485.48	2047	6485.69	7008	6485.9	2972	6486.1	2984	6486.31	00 00	6486.51	00 00	6486.72	00 00	6486.93	00 00	6487.14	04 00
00:01:48:07.57	6487.57	2978	6487.78	7009	6487.99	-48	6488.2	-48	6488.42	24847	6488.63	13	6488.84	251	6489.05	52	6489.27	202	6489.48	2250	6489.7	65535	6489.91	6800	6490.12	8400	6490.34	C0 00	6490.55	0	6490.76	10178	6490.98	8400	6491.2	2972	6491.41	2984	6491.62	4282	6491.83	4282	6492.05	02	6492.26		6492.47	00 00 00 00	6492.69	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6492.9	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6493.12	00 00	6493.33	00 00 00 00 00 00 00 00	6493.54	4000	6493.76	4000	6493.97	4000	6494.18	4000	6494.39	00 00	6494.6	00 00	6494.81	00 00	6495.02	00 00	6495.24	45 80	6495.46	00 04	6495.68	2047	6495.89	7008	6496.11	2972	6496.32	2984	6496.53	00 00	6496.75	00 00	6496.96	00 00	6497.17	00 00	6497.39	04 00
00:01:48:17.60	6497.6	2978	6497.82	7008	6498.04	-48	6498.26	-48	6498.48	24591	6498.69	13	6498.9	251	6499.11	52	6499.33	202	6499.54	2250	6499.75	65535	6499.96	6800	6500.17	8400	6500.37	C0 00	6500.58	0	6500.79	10178	6500.99	8400	6501.2	2972	6501.41	2984	6501.61	4282	6501.83	4282	6502.03	02	6502.24		6502.45	00 00 00 00	6502.66	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6502.87	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6503.08	00 00	6503.29	00 00 00 00 00 00 00 00	6503.49	4000	6503.7	4000	6503.9	4000	6504.11	4000	6504.32	00 00	6504.53	00 00	6504.74	00 00	6504.95	00 00	6505.16	45 80	6505.36	00 04	6505.57	2048	6505.78	7008	6505.99	2972	6506.2	2984	6506.41	00 00	6506.61	00 00	6506.82	00 00	6507.04	00 00	6507.26	04 00
00:01:48:27.68	6507.68	2978	6507.89	7008	6508.1	-48	6508.31	-48	6508.51	24591	6508.72	13	6508.93	250	6509.13	52	6509.34	200	6509.55	2248	6509.78	65535	6509.98	6800	6510.2	8400	6510.41	C0 00	6510.62	0	6510.84	10178	6511.06	8400	6511.27	2972	6511.49	2984	6511.7	4282	6511.91	4282	6512.14	02	6512.35		6512.56	00 00 00 00	6512.77	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6512.99	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6513.21	00 00	6513.43	00 00 00 00 00 00 00 00	6513.64	4000	6513.86	4000	6514.06	4000	6514.27	4000	6514.49	00 00	6514.69	00 00	6514.91	00 00	6515.13	00 00	6515.35	45 80	6515.56	00 04	6515.78	2047	6515.99	7008	6516.2	2972	6516.42	2984	6516.64	00 00	6516.85	00 00	6517.07	00 00	6517.28	00 00	6517.49	04 00
00:01:48:37.71	6517.71	2978	6517.92	7008	6518.14	-47	6518.34	-48	6518.55	24591	6518.77	13	6518.99	250	6519.21	52	6519.42	200	6519.64	2248	6519.85	65535	6520.07	6800	6520.29	8400	6520.49	C0 00	6520.7	0	6520.92	10178	6521.14	8400	6521.36	2972	6521.57	2984	6521.79	4282	6522.0	4282	6522.22	02	6522.43		6522.65	00 00 00 00	6522.86	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6523.08	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6523.29	00 00	6523.5	00 00 00 00 00 00 00 00	6523.72	4000	6523.94	4000	6524.16	4000	6524.37	4000	6524.58	00 00	6524.8	00 00	6525.02	00 00	6525.24	00 00	6525.45	45 80	6525.66	00 04	6525.88	2047	6526.1	7008	6526.32	2972	6526.53	2984	6526.75	00 00	6526.97	00 00	6527.19	00 00	6527.41	00 00	6527.63	04 00
00:01:48:47.84	6527.84	2978	6528.06	7008	6528.28	-48	6528.49	-48	6528.71	24591	6528.93	13	6529.15	250	6529.36	52	6529.57	200	6529.79	2248	6529.99	65535	6530.21	6800	6530.43	8400	6530.65	C0 00	6530.86	0	6531.07	10178	6531.29	8400	6531.51	2972	6531.73	2984	6531.94	4282	6532.16	4282	6532.38	02	6532.58		6532.8	00 00 00 00	6533.01	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6533.23	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6533.45	00 00	6533.66	00 00 00 00 00 00 00 00	6533.88	4000	6534.1	4000	6534.33	4000	6534.54	4000	6534.77	00 00	6534.98	00 00	6535.2	00 00	6535.42	00 00	6535.64	45 80	6535.86	00 04	6536.08	2047	6536.29	7008	6536.5	2972	6536.72	2984	6536.94	00 00	6537.16	00 00	6537.37	00 00	6537.59	00 00	6537.8	04 00
00:01:48:58.02	6538.02	2978	6538.24	7008	6538.46	-48	6538.68	-48	6538.89	24591	6539.11	13	6539.34	250	6539.54	52	6539.76	200	6539.98	2248	6540.2	65535	6540.41	6800	6540.62	8400	6540.83	C0 00	6541.03	0	6541.25	10178	6541.47	8400	6541.69	2972	6541.9	2984	6542.12	4282	6542.34	4282	6542.55	02	6542.77		6542.99	00 00 00 00	6543.21	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6543.44	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6543.66	00 00	6543.87	00 00 00 00 00 00 00 00	6544.08	4000	6544.29	4000	6544.5	4000	6544.71	4000	6544.93	00 00	6545.15	00 00	6545.36	00 00	6545.58	00 00	6545.8	45 80	6546.0	00 04	6546.22	2047	6546.44	7008	6546.66	2972	6546.87	2984	6547.09	00 00	6547.31	00 00	6547.52	00 00	6547.74	00 00	6547.95	04 00
00:01:49:08.17	6548.17	2978	6548.39	7008	6548.59	-48	6548.81	-48	6549.02	24591	6549.24	13	6549.46	250	6549.67	52	6549.89	12	6550.12	2248	6550.33	65535	6550.53	6800	6550.75	8400	6550.97	C0 00	6551.18	0	6551.39	10178	6551.61	8400	6551.83	2972	6552.03	2984	6552.25	4282	6552.46	4282	6552.67	02	6552.89		6553.11	00 00 00 00	6553.33	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6553.55	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6553.77	00 00	6553.99	00 00 00 00 00 00 00 00	6554.21	4000	6554.43	4000	6554.64	4000	6554.85	4000	6555.07	00 00	6555.29	00 00	6555.49	00 00	6555.71	00 00	6555.91	45 80	6556.13	00 04	6556.35	2047	6556.56	7008	6556.78	2972	6557.0	2984	6557.22	00 00	6557.43	00 00	6557.65	00 00	6557.87	00 00	6558.09	04 00
00:01:49:18.31	6558.31	2978	6558.52	7008	6558.75	-48	6558.96	-48	6559.17	24591	6559.39	13	6559.6	250	6559.82	52	6560.02	200	6560.23	2248	6560.44	65535	6560.65	6800	6560.87	8400	6561.08	C0 00	6561.3	0	6561.51	10178	6561.73	8400	6561.94	2972	6562.15	2984	6562.37	4282	6562.58	4282	6562.8	02	6563.01		6563.23	00 00 00 00	6563.44	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6563.65	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6563.87	00 00	6564.08	00 00 00 00 00 00 00 00	6564.3	4000	6564.52	4000	6564.73	4000	6564.94	4000	6565.16	00 00	6565.38	00 00	6565.6	00 00	6565.81	00 00	6566.03	45 80	6566.24	00 04	6566.46	2047	6566.66	7008	6566.87	2972	6567.09	2984	6567.3	00 00	6567.52	00 00	6567.73	00 00	6567.94	00 00	6568.15	04 00
00:01:49:28.37	6568.37	2978	6568.58	7008	6568.8	-48	6569.02	-48	6569.24	24591	6569.46	13	6569.67	250	6569.89	52	6570.09	200	6570.31	2248	6570.53	65535	6570.75	6800	6570.97	8400	6571.18	C0 00	6571.39	0	6571.6	10178	6571.81	8400	6572.03	2972	6572.25	2984	6572.46	4282	6572.67	4282	6572.89	02	6573.11		6573.32	00 00 00 00	6573.54	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6573.75	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6573.97	00 00	6574.18	00 00 00 00 00 00 00 00	6574.4	4000	6574.61	4000	6574.84	4000	6575.06	4000	6575.26	00 00	6575.48	00 00	6575.69	00 00	6575.91	00 00	6576.13	45 80	6576.35	00 04	6576.57	2047	6576.78	7008	6576.99	2972	6577.21	2984	6577.43	00 00	6577.64	00 00	6577.86	00 00	6578.07	00 00	6578.29	04 00
00:01:49:38.50	6578.5	2978	6578.72	7008	6578.93	-48	6579.15	-48	6579.37	24591	6579.59	13	6579.8	250	6580.02	52	6580.24	200	6580.46	2248	6580.67	65535	6580.89	6800	6581.11	8400	6581.32	C0 00	6581.53	0	6581.75	10178	6581.96	8400	6582.18	2972	6582.4	2984	6582.61	4282	6582.83	4282	6583.05	02	6583.26		6583.48	00 00 00 00	6583.69	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6583.91	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6584.13	00 00	6584.33	00 00 00 00 00 00 00 00	6584.55	4000	6584.76	4000	6584.97	4000	6585.19	4000	6585.42	00 00	6585.64	00 00	6585.85	00 00	6586.07	00 00	6586.28	45 80	6586.5	00 04	6586.72	2047	6586.94	7008	6587.16	2972	6587.37	2984	6587.59	00 00	6587.81	00 00	6588.03	00 00	6588.25	00 00	6588.47	04 00
00:01:49:48.69	6588.69	2978	6588.9	7008	6589.12	-48	6589.33	-48	6589.54	24591	6589.75	13	6589.97	250	6590.19	52	6590.4	200	6590.62	2248	6590.83	65535	6591.04	6800	6591.27	8400	6591.47	C0 00	6591.69	0	6591.9	10178	6592.12	8400	6592.33	2972	6592.54	2984	6592.75	4282	6592.97	4282	6593.19	02	6593.4		6593.61	00 00 00 00	6593.83	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6594.05	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6594.27	00 00	6594.48	00 00 00 00 00 00 00 00	6594.7	4000	6594.91	4000	6595.12	4000	6595.34	4000	6595.56	00 00	6595.77	00 00	6595.99	00 00	6596.21	00 00	6596.43	45 80	6596.64	00 04	6596.86	2047	6597.08	7008	6597.31	2972	6597.52	2984	6597.74	00 00	6597.95	00 00	6598.16	00 00	6598.38	00 00	6598.59	04 00
00:01:49:58.81	6598.81	2978	6599.02	7008	6599.23	-47	6599.45	-48	6599.66	24591	6599.88	13	6600.09	250	6600.31	52	6600.51	200	6600.73	2248	6600.93	65535	6601.14	6800	6601.35	8400	6601.56	C0 00	6601.79	0	6602.0	10178	6602.22	8400	6602.43	2972	6602.65	2984	6602.87	4282	6603.09	4282	6603.31	02	6603.53		6603.75	00 00 00 00	6603.96	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6604.18	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6604.4	00 00	6604.62	00 00 00 00 00 00 00 00	6604.83	4000	6605.04	4000	6605.26	4000	6605.47	4000	6605.68	00 00	6605.9	00 00	6606.11	00 00	6606.33	00 00	6606.55	45 80	6606.77	00 04	6606.98	2048	6607.2	7008	6607.41	2972	6607.63	2984	6607.85	00 00	6608.06	00 00	6608.28	00 00	6608.49	00 00	6608.7	04 00
00:01:50:08.92	6608.92	2978	6609.15	7009	6609.37	-48	6609.58	-48	6609.8	24847	6610.01	13	6610.23	250	6610.44	52	6610.66	200	6610.87	2248	6611.08	65535	6611.3	6800	6611.52	8400	6611.74	C0 00	6611.95	0	6612.16	10178	6612.38	8400	6612.59	2972	6612.81	2984	6613.02	4282	6613.24	4282	6613.46	02	6613.67		6613.88	00 00 00 00	6614.1	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6614.32	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6614.54	00 00	6614.76	00 00 00 00 00 00 00 00	6614.97	4000	6615.19	4000	6615.4	4000	6615.61	4000	6615.83	00 00	6616.05	00 00	6616.27	00 00	6616.49	00 00	6616.71	45 80	6616.92	00 04	6617.13	2047	6617.35	7009	6617.55	2972	6617.77	2984	6617.99	00 00	6618.21	00 00	6618.43	00 00	6618.63	00 00	6618.84	04 00
00:01:50:19.05	6619.05	2978	6619.27	7009	6619.48	-47	6619.7	-48	6619.91	24847	6620.13	13	6620.35	250	6620.56	52	6620.76	12	6620.98	2248	6621.2	65535	6621.41	6800	6621.62	8400	6621.84	C0 00	6622.05	0	6622.26	10178	6622.48	8400	6622.68	2972	6622.9	2984	6623.11	4282	6623.33	4282	6623.53	02	6623.75		6623.96	00 00 00 00	6624.17	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6624.39	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6624.61	00 00	6624.83	00 00 00 00 00 00 00 00	6625.04	4000	6625.26	4000	6625.48	4000	6625.69	4000	6625.91	00 00	6626.13	00 00	6626.35	00 00	6626.57	00 00	6626.79	45 80	6627.01	00 04	6627.23	2047	6627.44	7009	6627.65	2972	6627.87	2984	6628.07	00 00	6628.29	00 00	6628.5	00 00	6628.72	00 00	6628.93	04 00
00:01:50:29.15	6629.15	2978	6629.37	7008	6629.59	-48	6629.8	-48	6630.02	24591	6630.23	13	6630.45	250	6630.67	52	6630.88	200	6631.1	2248	6631.31	65535	6631.53	6800	6631.74	8400	6631.95	C0 00	6632.17	0	6632.38	10178	6632.6	8400	6632.81	2972	6633.03	2984	6633.25	4282	6633.47	4282	6633.69	02	6633.91		6634.12	00 00 00 00	6634.33	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6634.55	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6634.77	00 00	6634.99	00 00 00 00 00 00 00 00	6635.19	4000	6635.41	4000	6635.63	4000	6635.83	4000	6636.05	00 00	6636.27	00 00	6636.48	00 00	6636.7	00 00	6636.91	45 80	6637.12	00 04	6637.34	2047	6637.56	7008	6637.76	2972	6637.98	2984	6638.18	00 00	6638.4	00 00	6638.63	00 00	6638.84	00 00	6639.06	04 00
00:01:50:39.28	6639.28	2978	6639.5	7008	6639.71	-48	6639.92	-48	6640.15	24591	6640.36	13	6640.58	250	6640.79	52	6641.01	200	6641.22	2248	6641.44	65535	6641.66	6800	6641.88	8400	6642.09	C0 00	6642.3	0	6642.52	10178	6642.73	8400	6642.94	2972	6643.16	2984	6643.38	4282	6643.59	4282	6643.81	02	6644.02		6644.24	00 00 00 00	6644.46	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6644.67	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6644.89	00 00	6645.11	00 00 00 00 00 00 00 00	6645.32	4000	6645.54	4000	6645.75	4000	6645.96	4000	6646.18	00 00	6646.39	00 00	6646.6	00 00	6646.81	00 00	6647.02	45 80	6647.24	00 04	6647.45	2047	6647.66	7009	6647.87	2972	6648.08	2984	6648.29	00 00	6648.51	00 00	6648.73	00 00	6648.95	00 00	6649.17	04 00
00:01:50:49.37	6649.37	2978	6649.59	7009	6649.8	-48	6650.01	-48	6650.23	24847	6650.45	13	6650.66	250	6650.88	52	6651.09	200	6651.3	2248	6651.51	65535	6651.73	6800	6651.95	8400	6652.17	C0 00	6652.38	0	6652.6	10178	6652.82	8400	6653.02	2972	6653.24	2984	6653.46	4282	6653.68	4282	6653.9	02	6654.11		6654.33	00 00 00 00	6654.53	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6654.74	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6654.96	00 00	6655.17	00 00 00 00 00 00 00 00	6655.38	4000	6655.59	4000	6655.81	4000	6656.02	4000	6656.24	00 00	6656.46	00 00	6656.67	00 00	6656.89	00 00	6657.1	45 80	6657.32	00 04	6657.53	2047	6657.75	7008	6657.96	2972	6658.17	2984	6658.39	00 00	6658.59	00 00	6658.82	00 00	6659.03	00 00	6659.25	04 00
00:01:50:59.47	6659.47	2978	6659.69	7009	6659.9	-48	6660.13	-48	6660.34	24847	6660.55	13	6660.77	249	6660.99	52	6661.21	11	6661.42	2246	6661.64	65535	6661.86	6800	6662.07	8400	6662.29	C0 00	6662.5	0	6662.72	10178	6662.94	8400	6663.15	2972	6663.37	2984	6663.59	4282	6663.81	4282	6664.02	02	6664.24		6664.45	00 00 00 00	6664.66	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6664.88	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6665.1	00 00	6665.32	00 00 00 00 00 00 00 00	6665.53	4000	6665.75	4000	6665.97	4000	6666.18	4000	6666.41	00 00	6666.62	00 00	6666.84	00 00	6667.05	00 00	6667.27	45 80	6667.48	00 04	6667.7	2047	6667.92	7009	6668.14	2972	6668.36	2984	6668.58	00 00	6668.79	00 00	6669.0	00 00	6669.22	00 00	6669.43	04 00
00:01:51:09.65	6669.65	2978	6669.87	7009	6670.08	-48	6670.3	-48	6670.51	24847	6670.73	13	6670.95	249	6671.16	52	6671.37	198	6671.58	2246	6671.8	65535	6672.02	6800	6672.24	8400	6672.45	C0 00	6672.65	0	6672.87	10178	6673.08	8400	6673.29	2972	6673.51	2984	6673.72	4282	6673.94	4282	6674.15	02	6674.36		6674.57	00 00 00 00	6674.79	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6675.0	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6675.23	00 00	6675.44	00 00 00 00 00 00 00 00	6675.65	4000	6675.85	4000	6676.07	4000	6676.29	4000	6676.5	00 00	6676.72	00 00	6676.94	00 00	6677.16	00 00	6677.38	45 80	6677.59	00 04	6677.81	2047	6678.02	7009	6678.24	2972	6678.45	2984	6678.67	00 00	6678.89	00 00	6679.1	00 00	6679.32	00 00	6679.53	04 00
00:01:51:19.74	6679.74	2978	6679.96	7008	6680.17	-48	6680.39	-48	6680.6	24591	6680.81	13	6681.03	249	6681.24	52	6681.46	198	6681.68	2246	6681.9	65535	6682.11	6800	6682.33	8400	6682.54	C0 00	6682.76	0	6682.98	10178	6683.19	8400	6683.4	2972	6683.62	2984	6683.83	4282	6684.05	4282	6684.27	02	6684.48		6684.7	00 00 00 00	6684.91	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6685.13	00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00	6685.35	00 00	6685.56	00 00 00 00 00 00 00 00	6685.79	4000	6686.0	4000	6686.22	4000	6686.43	4000	6686.65	00 00	6686.88	00 00	6687.08	00 00	6687.29	00 00	6687.51	45 80	6687.73	00 04	6687.95	2047	6688.16	7008	6688.38	2972	6688.6	2984	6688.81	00 00	6689.03	00 00	6689.25	00 00	6689.47	00 00	6689.68	04 00
